Product SKU,Database Price,Shopify Price,Price Changed,Difference
0033143,22.84,22.84,FALSE,0
0033144,22.84,22.84,FALSE,0
0033145,22.84,22.84,FALSE,0
0033148,13.5,13.5,FALSE,0
0033168,13.5,13.5,FALSE,0
0033169,13.5,13.5,FALSE,0
0033170,13.5,13.5,FALSE,0
0033175,22.84,22.84,FALSE,0
0033177,13.5,13.5,FALSE,0
0033178,15.46,15.46,FALSE,0
0033195,15.46,15.46,FALSE,0
0033196,10.82,10.82,FALSE,0
0033216,1.59,1.59,FALSE,0
0033222,3.64,3.64,FALSE,0
0033240,0.8,0.8,FALSE,0
0033245,170,170,FALSE,0
0033249,13.5,13.5,FALSE,0
0033255,1.31,1.31,FALSE,0
0033277,13.5,13.5,FALSE,0
0033278,13.5,13.5,FALSE,0
0033317,18.24,18.24,FALSE,0
0033328,15.69,15.69,FALSE,0
0033348,15.25,15.25,FALSE,0
0033349,13.5,13.5,FALSE,0
0033350,13.5,13.5,FALSE,0
0033351,22.96,22.96,FALSE,0
0033364,13.5,13.5,FALSE,0
0033365,13.5,13.5,FALSE,0
0033366,13.5,13.5,FALSE,0
0033367,13.5,13.5,FALSE,0
0033370,13.5,13.5,FALSE,0
0033376,22.96,22.96,FALSE,0
0033434,1.02,1.02,FALSE,0
0033441,13.5,13.5,FALSE,0
0033442,15.46,15.46,FALSE,0
0033443,15.46,15.46,FALSE,0
0033446,0.36,0.36,FALSE,0
0033473,141.45,141.45,FALSE,0
0033482,15.46,15.46,FALSE,0
0033486,1.26,1.26,FALSE,0
0033493,189.95,189.95,FALSE,0
0033499,13.5,13.5,FALSE,0
0033525,16.48,16.48,FALSE,0
0033533,15.46,15.46,FALSE,0
0033535,22.96,22.96,FALSE,0
0033536,22.96,22.96,FALSE,0
0033541,114.8,114.8,FALSE,0
0033545,18.24,18.24,FALSE,0
0033550,7.67,7.67,FALSE,0
0033551,127.75,127.75,FALSE,0
0033556,15.46,15.46,FALSE,0
0033557,15.46,15.46,FALSE,0
0033558,15.46,15.46,FALSE,0
0033559,15.46,15.46,FALSE,0
0033566,10,10,FALSE,0
0033596,8.89,8.89,FALSE,0
0033597,8.59,8.59,FALSE,0
0033599,288.56,288.56,FALSE,0
0033608,18.24,18.24,FALSE,0
0033609,13.5,13.5,FALSE,0
0033617,91.27,91.27,FALSE,0
0033623,83.51,83.51,FALSE,0
0033627,29.77,29.77,FALSE,0
0033639,3.95,3.95,FALSE,0
0033659,13.5,13.5,FALSE,0
0033662,87.45,87.45,FALSE,0
0033663,78.48,78.48,FALSE,0
0033671,7.33,7.33,FALSE,0
0033673,174.62,174.62,FALSE,0
0033685,73.5,73.5,FALSE,0
0033686,50.92,50.92,FALSE,0
0033703,0.64,0.64,FALSE,0
0033708,99.95,99.95,FALSE,0
0033723,10,10,FALSE,0
0033726,54.27,54.27,FALSE,0
0033748,69.37,69.37,FALSE,0
0033763,13.5,13.5,FALSE,0
0033772,9.35,9.35,FALSE,0
0033782,134.17,134.17,FALSE,0
0033796,13.5,13.5,FALSE,0
0033798,127.3,127.3,FALSE,0
0033799,127.3,127.3,FALSE,0
0033803,172.8,172.8,FALSE,0
0033804,124.35,124.35,FALSE,0
0033819,13.5,13.5,FALSE,0
0033828,0.41,0.41,FALSE,0
0033829,0.47,0.47,FALSE,0
0033851,13.5,13.5,FALSE,0
0033853,170,170,FALSE,0
0033855,6.25,6.25,FALSE,0
0033869,18.94,18.94,FALSE,0
0033911,127.75,127.75,FALSE,0
0033912,127.75,127.75,FALSE,0
0033926,17.75,17.75,FALSE,0
0033931,13.5,13.5,FALSE,0
0033932,13.5,13.5,FALSE,0
0033933,15.46,15.46,FALSE,0
0033937,18.38,18.38,FALSE,0
0033942,0.4,0.4,FALSE,0
0033959,13.5,13.5,FALSE,0
0033960,13.5,13.5,FALSE,0
0033962,4.1,4.1,FALSE,0
0033966,8.33,8.33,FALSE,0
0033967,9.35,9.35,FALSE,0
0033983,89.62,89.62,FALSE,0
0033985,26.88,26.88,FALSE,0
0033997,92.64,92.64,FALSE,0
0034025,114,114,FALSE,0
0034028,18.45,18.45,FALSE,0
0034031,22.84,22.84,FALSE,0
0034032,22.84,22.84,FALSE,0
0034033,218.33,218.33,FALSE,0
0034048,15.46,15.46,FALSE,0
0034049,15.46,15.46,FALSE,0
0034050,15.46,15.46,FALSE,0
0034062,11.01,11.01,FALSE,0
0034063,11.01,11.01,FALSE,0
0034064,8.3,8.3,FALSE,0
0034065,10.64,10.64,FALSE,0
0034066,14,14,FALSE,0
0034067,13,13,FALSE,0
0034069,13.92,13.92,FALSE,0
0034070,13.01,13.01,FALSE,0
0034080,0.25,0.25,FALSE,0
0034109,12.57,12.57,FALSE,0
0034112,114,114,FALSE,0
0034120,77.35,77.35,FALSE,0
0034145,100.07,100.07,FALSE,0
0034151,40.46,40.46,FALSE,0
0034160,119.81,119.81,FALSE,0
0034166,170,170,FALSE,0
0034171,15.46,15.46,FALSE,0
0034175,18,18,FALSE,0
0034176,15.46,15.46,FALSE,0
0034177,15.46,15.46,FALSE,0
0034193,21.45,21.45,FALSE,0
0034228,879.04,879.04,FALSE,0
0034242,13.5,13.5,FALSE,0
0034250,17.03,17.03,FALSE,0
0034254,13.5,13.5,FALSE,0
0034255,18,18,FALSE,0
0034256,15.46,15.46,FALSE,0
0034267,172.8,172.8,FALSE,0
0034279,170,170,FALSE,0
0034293,27.25,27.25,FALSE,0
0034313,10,10,FALSE,0
0034317,6.1,6.1,FALSE,0
0034337,6.8,6.8,FALSE,0
0034360,15.46,15.46,FALSE,0
0034375,23.93,23.93,FALSE,0
0034377,15.46,15.46,FALSE,0
0034378,28.85,28.85,FALSE,0
0034379,22.24,22.24,FALSE,0
0034381,44.7,44.7,FALSE,0
0034386,8,8,FALSE,0
0034427,30.9,30.9,FALSE,0
0034428,20.5,20.5,FALSE,0
0034429,22,22,FALSE,0
0034431,170,170,FALSE,0
0034432,180.58,180.58,FALSE,0
0034433,185,185,FALSE,0
0034439,13.5,13.5,FALSE,0
0034440,13.5,13.5,FALSE,0
0034441,13.5,13.5,FALSE,0
0034442,17,17,FALSE,0
0034451,18.72,18.72,FALSE,0
0034452,205.06,205.06,FALSE,0
0034453,13.5,13.5,FALSE,0
0034455,24.52,24.52,FALSE,0
0034457,13.5,13.5,FALSE,0
0034458,13.5,13.5,FALSE,0
0034459,13.5,13.5,FALSE,0
0034464,2.95,2.95,FALSE,0
0034467,15.46,15.46,FALSE,0
0034469,137.74,137.74,FALSE,0
0034472,13.5,13.5,FALSE,0
0034473,13.5,13.5,FALSE,0
0034474,13.5,13.5,FALSE,0
0034530,15.46,15.46,FALSE,0
0034532,15.46,15.46,FALSE,0
0034533,15.46,15.46,FALSE,0
0034534,15.46,15.46,FALSE,0
0034535,13.5,13.5,FALSE,0
0034536,15.46,15.46,FALSE,0
0034550,15.46,15.46,FALSE,0
0034559,14.6,14.6,FALSE,0
0034595,15.46,15.46,FALSE,0
0034596,15.46,15.46,FALSE,0
0034613,13.5,13.5,FALSE,0
0034614,15.46,15.46,FALSE,0
0034616,77.35,77.35,FALSE,0
0034617,77.35,77.35,FALSE,0
0034620,89.1,89.1,FALSE,0
0034631,6.4,6.4,FALSE,0
0034641,10.08,10.08,FALSE,0
0034643,18.24,18.24,FALSE,0
0034644,13.5,13.5,FALSE,0
0034645,13.5,13.5,FALSE,0
0034646,13.5,13.5,FALSE,0
0034647,13.5,13.5,FALSE,0
0034648,0.79,0.79,FALSE,0
0034654,15.46,15.46,FALSE,0
0034674,180.58,180.58,FALSE,0
0034681,13.5,13.5,FALSE,0
0034682,13.5,13.5,FALSE,0
0034683,13.5,13.5,FALSE,0
0034688,22.96,22.96,FALSE,0
0034690,18.24,18.24,FALSE,0
0034700,13.5,13.5,FALSE,0
0034705,13.5,13.5,FALSE,0
0034708,5.9,5.9,FALSE,0
0034716,3.84,3.84,FALSE,0
0034721,13.5,13.5,FALSE,0
0034726,10.27,10.27,FALSE,0
0034728,5.24,5.24,FALSE,0
0034730,77.35,77.35,FALSE,0
0034742,10,10,FALSE,0
0034743,10,10,FALSE,0
0034744,10,10,FALSE,0
0034745,18.24,18.24,FALSE,0
0034757,127.75,127.75,FALSE,0
0034773,22.96,22.96,FALSE,0
0034781,13.5,13.5,FALSE,0
0034782,13.5,13.5,FALSE,0
0034794,1.9,1.9,FALSE,0
0034799,13.5,13.5,FALSE,0
0034800,5.89,5.89,FALSE,0
0034808,89.02,89.02,FALSE,0
0034809,1.9,1.9,FALSE,0
0034810,23.8,23.8,FALSE,0
0034821,13.5,13.5,FALSE,0
0034833,15.46,15.46,FALSE,0
0034838,13.5,13.5,FALSE,0
0034839,15.46,15.46,FALSE,0
0034843,13.56,13.56,FALSE,0
0034854,33.21,33.21,FALSE,0
0034856,31.3,31.3,FALSE,0
0034868,13.5,13.5,FALSE,0
0034874,127.75,127.75,FALSE,0
0034891,13.5,13.5,FALSE,0
0034892,13.5,13.5,FALSE,0
0034893,13.5,13.5,FALSE,0
0034894,13.5,13.5,FALSE,0
0034895,18.24,18.24,FALSE,0
0034908,2.3,2.3,FALSE,0
0034915,13.5,13.5,FALSE,0
0034918,146.65,146.65,FALSE,0
0034934,4.59,4.59,FALSE,0
0034937,3.35,3.35,FALSE,0
0034938,3.38,3.38,FALSE,0
0034939,18.24,18.24,FALSE,0
0034940,18.24,18.24,FALSE,0
0034944,10.01,10.01,FALSE,0
0034946,11.15,11.15,FALSE,0
0034948,15.46,15.46,FALSE,0
0034949,16,16,FALSE,0
0034970,13.5,13.5,FALSE,0
0034972,14.94,14.94,FALSE,0
0034974,170,170,FALSE,0
0034976,170,170,FALSE,0
0034977,15.46,15.46,FALSE,0
0034990,9.51,9.51,FALSE,0
0035009,0.99,0.99,FALSE,0
0035013,2.62,2.62,FALSE,0
0035016,9.99,9.99,FALSE,0
0035026,195.65,195.65,FALSE,0
0035048,13.5,13.5,FALSE,0
0035056,13.5,13.5,FALSE,0
0035058,218.33,218.33,FALSE,0
0035067,13.5,13.5,FALSE,0
0035074,2.64,2.64,FALSE,0
0035075,2.82,2.82,FALSE,0
0035101,13.5,13.5,FALSE,0
0035102,13.5,13.5,FALSE,0
0035118,18.84,18.84,FALSE,0
0035121,45,45,FALSE,0
0035125,218.33,218.33,FALSE,0
0035128,13.5,13.5,FALSE,0
0035149,25.47,25.47,FALSE,0
0035173,15.46,15.46,FALSE,0
0035174,15.46,15.46,FALSE,0
0035175,15.46,15.46,FALSE,0
0035176,8.94,8.94,FALSE,0
0035177,15.25,15.25,FALSE,0
0035185,13.5,13.5,FALSE,0
0035186,13.5,13.5,FALSE,0
0035187,13.5,13.5,FALSE,0
0035188,13.5,13.5,FALSE,0
0035189,13.5,13.5,FALSE,0
0035190,13.5,13.5,FALSE,0
0035191,13.5,13.5,FALSE,0
0035193,13.5,13.5,FALSE,0
0035194,13.5,13.5,FALSE,0
0035197,13.5,13.5,FALSE,0
0035198,13.5,13.5,FALSE,0
0035205,13.5,13.5,FALSE,0
0035207,13.5,13.5,FALSE,0
0035208,13.5,13.5,FALSE,0
0035209,13.5,13.5,FALSE,0
0035210,13.5,13.5,FALSE,0
0035211,13.5,13.5,FALSE,0
0035212,13.5,13.5,FALSE,0
0035213,13.5,13.5,FALSE,0
0035214,13.5,13.5,FALSE,0
0035215,13.5,13.5,FALSE,0
0035218,69.26,69.26,FALSE,0
0035229,13.5,13.5,FALSE,0
0035236,14.21,14.21,FALSE,0
0035266,22.96,22.96,FALSE,0
0035280,350.34,350.34,FALSE,0
0035297,189.95,189.95,FALSE,0
0035299,15.46,15.46,FALSE,0
0035301,13.5,13.5,FALSE,0
0035311,13.5,13.5,FALSE,0
0035312,13.5,13.5,FALSE,0
0035321,45.74,45.74,FALSE,0
0035326,11,11,FALSE,0
0035357,15.46,15.46,FALSE,0
0035358,15.46,15.46,FALSE,0
0035374,15.46,15.46,FALSE,0
0035375,15.46,15.46,FALSE,0
0035376,15.46,15.46,FALSE,0
0035377,13.5,13.5,FALSE,0
0035378,15.46,15.46,FALSE,0
0035380,36,36,FALSE,0
0035388,164.19,164.19,FALSE,0
0035390,13.5,13.5,FALSE,0
0035391,13.5,13.5,FALSE,0
0035392,77.35,77.35,FALSE,0
0035413,15.46,15.46,FALSE,0
0035414,15.46,15.46,FALSE,0
0035415,15.46,15.46,FALSE,0
0035419,7.05,7.05,FALSE,0
0035441,1.78,1.78,FALSE,0
0035450,9.35,9.35,FALSE,0
0035460,127.72,127.72,FALSE,0
0035461,9.35,9.35,FALSE,0
0035463,18.45,18.45,FALSE,0
0035476,206.1,206.1,FALSE,0
0035479,703.23,703.23,FALSE,0
0035499,8,8,FALSE,0
0035511,20.27,20.27,FALSE,0
0035523,15.46,15.46,FALSE,0
0035524,15.46,15.46,FALSE,0
0035525,8,8,FALSE,0
0035527,13.5,13.5,FALSE,0
0035528,127.75,127.75,FALSE,0
0035534,15.25,15.25,FALSE,0
0035536,15.46,15.46,FALSE,0
0035538,18,18,FALSE,0
0035540,12.66,12.66,FALSE,0
0035550,831.81,831.81,FALSE,0
0035552,8.94,8.94,FALSE,0
0035554,385.77,385.77,FALSE,0
0035555,1.99,1.99,FALSE,0
0035559,9.35,9.35,FALSE,0
0035587,170,170,FALSE,0
0035588,170,170,FALSE,0
0035589,13.5,13.5,FALSE,0
0035590,18,18,FALSE,0
0035593,13.5,13.5,FALSE,0
0035594,13.5,13.5,FALSE,0
0035643,13.5,13.5,FALSE,0
0035644,27.4,27.4,FALSE,0
0035663,2.5,2.5,FALSE,0
0035672,22.96,22.96,FALSE,0
0035673,13.5,13.5,FALSE,0
0035674,13.5,13.5,FALSE,0
0035675,13.5,13.5,FALSE,0
0035676,13.5,13.5,FALSE,0
0035677,10,10,FALSE,0
0035678,10,10,FALSE,0
0035679,10,10,FALSE,0
0035680,10,10,FALSE,0
0035681,10,10,FALSE,0
0035682,10,10,FALSE,0
0035683,10,10,FALSE,0
0035685,10,10,FALSE,0
0035686,10,10,FALSE,0
0035687,10,10,FALSE,0
0035688,10,10,FALSE,0
0035689,10,10,FALSE,0
0035690,10,10,FALSE,0
0035691,10,10,FALSE,0
0035692,11.37,11.37,FALSE,0
0035693,10,10,FALSE,0
0035696,10,10,FALSE,0
0035697,10,10,FALSE,0
0035698,10,10,FALSE,0
0035701,8.6,8.6,FALSE,0
0035715,13.5,13.5,FALSE,0
0035716,13.5,13.5,FALSE,0
0035736,100.25,100.25,FALSE,0
0035752,13.5,13.5,FALSE,0
0035754,13.5,13.5,FALSE,0
0035755,18.99,18.99,FALSE,0
0035767,13.5,13.5,FALSE,0
0035773,53.53,53.53,FALSE,0
0035774,24.94,24.94,FALSE,0
0035776,16.27,16.27,FALSE,0
0035777,51.23,51.23,FALSE,0
0035778,31.62,31.62,FALSE,0
0035779,16.27,16.27,FALSE,0
0035783,218.33,218.33,FALSE,0
0035795,15.46,15.46,FALSE,0
0035797,13.5,13.5,FALSE,0
0035798,13.5,13.5,FALSE,0
0035799,13.5,13.5,FALSE,0
0035800,13.5,13.5,FALSE,0
0035801,13.5,13.5,FALSE,0
0035802,13.5,13.5,FALSE,0
0035803,15.46,15.46,FALSE,0
0035804,18,18,FALSE,0
0035815,15.46,15.46,FALSE,0
0035816,15.46,15.46,FALSE,0
0035817,15.46,15.46,FALSE,0
0035820,13.5,13.5,FALSE,0
0035869,15.46,15.46,FALSE,0
0035883,13.5,13.5,FALSE,0
0035884,13.5,13.5,FALSE,0
0035905,9.22,9.22,FALSE,0
0035906,314.78,314.78,FALSE,0
0035916,14.8,14.8,FALSE,0
0035917,113.1,113.1,FALSE,0
0035929,15.46,15.46,FALSE,0
0035935,127.3,127.3,FALSE,0
0035949,15.46,15.46,FALSE,0
0035950,15.46,15.46,FALSE,0
0035951,15.46,15.46,FALSE,0
0035952,15.46,15.46,FALSE,0
0035953,15.46,15.46,FALSE,0
0035958,13.5,13.5,FALSE,0
0035959,13.5,13.5,FALSE,0
0035960,13.5,13.5,FALSE,0
0035961,13.5,13.5,FALSE,0
0035962,18,18,FALSE,0
0035963,13.5,13.5,FALSE,0
0035964,13.5,13.5,FALSE,0
0035965,13.5,13.5,FALSE,0
0035973,15.46,15.46,FALSE,0
0035989,6.99,6.99,FALSE,0
0036001,13.5,13.5,FALSE,0
0036002,13.5,13.5,FALSE,0
0036006,18.22,18.22,FALSE,0
0036007,15.46,15.46,FALSE,0
0036009,13.5,13.5,FALSE,0
0036010,16.53,16.53,FALSE,0
0036022,206.1,206.1,FALSE,0
0036024,949.25,949.25,FALSE,0
0036027,44,44,FALSE,0
0036035,10.79,10.79,FALSE,0
0036054,15.46,15.46,FALSE,0
0036059,13.5,13.5,FALSE,0
0036060,13.5,13.5,FALSE,0
0036066,126.25,126.25,FALSE,0
0036071,13.5,13.5,FALSE,0
0036072,13.5,13.5,FALSE,0
0036080,6.33,6.33,FALSE,0
0036091,1740.53,1740.53,FALSE,0
0036102,95.02,95.02,FALSE,0
0036103,27.76,27.76,FALSE,0
0036104,0.69,0.69,FALSE,0
0036112,13.5,13.5,FALSE,0
0036113,15.46,15.46,FALSE,0
0036118,22.96,22.96,FALSE,0
0036132,8.98,8.98,FALSE,0
0036133,14.8,14.8,FALSE,0
0036138,0.85,0.85,FALSE,0
0036140,187.97,187.97,FALSE,0
0036143,13.5,13.5,FALSE,0
0036144,6.49,6.49,FALSE,0
0036145,22.96,22.96,FALSE,0
0036158,8.95,8.95,FALSE,0
0036161,71.29,71.29,FALSE,0
0036165,170,170,FALSE,0
0036166,13.5,13.5,FALSE,0
0036167,13.5,13.5,FALSE,0
0036174,38.88,38.88,FALSE,0
0036175,15.46,15.46,FALSE,0
0036176,15.46,15.46,FALSE,0
0036178,15.46,15.46,FALSE,0
0036191,15.46,15.46,FALSE,0
0036193,22.96,22.96,FALSE,0
0036194,13.5,13.5,FALSE,0
0036195,13.5,13.5,FALSE,0
0036196,13.5,13.5,FALSE,0
0036201,15.46,15.46,FALSE,0
0036207,9.35,9.35,FALSE,0
0036208,0.19,0.19,FALSE,0
0036212,154.48,154.48,FALSE,0
0036225,13.5,13.5,FALSE,0
0036232,9.59,9.59,FALSE,0
0036245,180.62,180.62,FALSE,0
0036251,0.51,0.51,FALSE,0
0036261,3.87,3.87,FALSE,0
0036288,73.24,73.24,FALSE,0
0036312,18,18,FALSE,0
0036315,15.46,15.46,FALSE,0
0036318,15.46,15.46,FALSE,0
0036337,261.25,261.25,FALSE,0
0036353,4.96,4.96,FALSE,0
0036361,18.6,18.6,FALSE,0
0036369,18.2,18.2,FALSE,0
0036373,43.05,43.05,FALSE,0
0036375,7,7,FALSE,0
0036376,13.15,13.15,FALSE,0
0036388,14,14,FALSE,0
0036409,15.46,15.46,FALSE,0
0036411,2.91,2.91,FALSE,0
0036412,13.5,13.5,FALSE,0
0036413,13.5,13.5,FALSE,0
0036414,13.5,13.5,FALSE,0
0036425,34.95,34.95,FALSE,0
0036429,44,44,FALSE,0
0036437,20.84,20.84,FALSE,0
0036438,20.84,20.84,FALSE,0
0036457,5.9,5.9,FALSE,0
0036462,13.5,13.5,FALSE,0
0036468,218.33,218.33,FALSE,0
0036474,13.5,13.5,FALSE,0
0036492,14.88,14.88,FALSE,0
0036526,13.5,13.5,FALSE,0
0036528,13.5,13.5,FALSE,0
0036529,13.5,13.5,FALSE,0
0036530,13.5,13.5,FALSE,0
0036531,13.5,13.5,FALSE,0
0036532,13.5,13.5,FALSE,0
0036533,13.5,13.5,FALSE,0
0036541,10,10,FALSE,0
0036550,22.75,22.75,FALSE,0
0036560,13.5,13.5,FALSE,0
0036561,13.5,13.5,FALSE,0
0036562,15.46,15.46,FALSE,0
0036566,13.09,13.09,FALSE,0
0036568,18.76,18.76,FALSE,0
0036573,208.18,208.18,FALSE,0
0036591,198.59,198.59,FALSE,0
0036607,3.58,3.58,FALSE,0
0036614,13.5,13.5,FALSE,0
0036617,62.08,62.08,FALSE,0
0036621,21.69,21.69,FALSE,0
0036711,13.5,13.5,FALSE,0
0037132,47.27,47.27,FALSE,0
0037133,47.22,47.22,FALSE,0
0037160,64.76,64.76,FALSE,0
0037184,6,6,FALSE,0
0037190,23.66,23.66,FALSE,0
0037193,6.49,6.49,FALSE,0
0037197,5.9,5.9,FALSE,0
0037199,2.21,2.21,FALSE,0
0037207,15.46,15.46,FALSE,0
0037210,13.5,13.5,FALSE,0
0037213,15.46,15.46,FALSE,0
0037216,91.25,91.25,FALSE,0
0037217,71,71,FALSE,0
0037218,71,71,FALSE,0
0037219,71,71,FALSE,0
0037220,71,71,FALSE,0
0037228,15.46,15.46,FALSE,0
0037237,7.67,7.67,FALSE,0
0037262,10.62,10.62,FALSE,0
0037271,22.96,22.96,FALSE,0
0037272,22.96,22.96,FALSE,0
0037273,22.96,22.96,FALSE,0
0037274,22.96,22.96,FALSE,0
0037282,10.48,10.48,FALSE,0
0037291,114.8,114.8,FALSE,0
0037294,499,499,FALSE,0
0037312,13.5,13.5,FALSE,0
0037313,13.5,13.5,FALSE,0
0037314,13.5,13.5,FALSE,0
0037315,13.5,13.5,FALSE,0
0037329,10,10,FALSE,0
0037330,10,10,FALSE,0
0037341,15.46,15.46,FALSE,0
0037362,15.46,15.46,FALSE,0
0037415,7.54,7.54,FALSE,0
0037435,14.42,14.42,FALSE,0
0037451,8.94,8.94,FALSE,0
0037456,8.94,8.94,FALSE,0
0037510,15.29,15.29,FALSE,0
0037655,82.54,82.54,FALSE,0
0037671,14.02,14.02,FALSE,0
0037674,0.99,0.99,FALSE,0
0037677,13.43,13.43,FALSE,0
0037684,17.4,17.4,FALSE,0
0037799,13.99,13.99,FALSE,0
0037870,9.54,9.54,FALSE,0
0037970,0.42,0.42,FALSE,0
0037972,0.7,0.7,FALSE,0
0038098,1.3,1.3,FALSE,0
0038315,10,10,FALSE,0
0038316,10,10,FALSE,0
0038449,2.29,2.29,FALSE,0
0038520,1.49,1.49,FALSE,0
0038524,1.5,1.5,FALSE,0
0038579,697.93,697.93,FALSE,0
0038587,15.46,15.46,FALSE,0
0038599,20.5,20.5,FALSE,0
0038600,96.22,96.22,FALSE,0
0038601,11.55,11.55,FALSE,0
0038605,446.25,446.25,FALSE,0
0038653,15.46,15.46,FALSE,0
0038655,170,170,FALSE,0
0038658,3.07,3.07,FALSE,0
0038661,170,170,FALSE,0
0038664,32.55,32.55,FALSE,0
0038693,127.3,127.3,FALSE,0
0038694,180.58,180.58,FALSE,0
0038698,5.9,5.9,FALSE,0
0038699,10.82,10.82,FALSE,0
0038720,2,2,FALSE,0
0038728,13.5,13.5,FALSE,0
0038738,17.75,17.75,FALSE,0
0038777,15.46,15.46,FALSE,0
0038783,15.46,15.46,FALSE,0
0038784,15.46,15.46,FALSE,0
0038789,13.5,13.5,FALSE,0
0038790,13.5,13.5,FALSE,0
0038791,13.5,13.5,FALSE,0
0038792,13.5,13.5,FALSE,0
0038793,13.5,13.5,FALSE,0
0038794,189.95,189.95,FALSE,0
0038799,13.5,13.5,FALSE,0
0038803,9.59,9.59,FALSE,0
0038807,15.46,15.46,FALSE,0
0038810,12.28,12.28,FALSE,0
0038826,59.09,59.09,FALSE,0
0038827,13.5,13.5,FALSE,0
0038828,13.5,13.5,FALSE,0
0038829,15.46,15.46,FALSE,0
0038869,170,170,FALSE,0
0038907,13.5,13.5,FALSE,0
0038912,13.5,13.5,FALSE,0
0038913,13.5,13.5,FALSE,0
0038927,10,10,FALSE,0
0038931,127.75,127.75,FALSE,0
0038932,39.34,39.34,FALSE,0
0038959,67.45,67.45,FALSE,0
0038961,13.5,13.5,FALSE,0
0038962,13.5,13.5,FALSE,0
0038972,13.5,13.5,FALSE,0
0038977,13.5,13.5,FALSE,0
0038990,13.5,13.5,FALSE,0
0038991,13.5,13.5,FALSE,0
0039001,13.5,13.5,FALSE,0
0039012,15.46,15.46,FALSE,0
0039013,15.46,15.46,FALSE,0
0039019,2.48,2.48,FALSE,0
0039026,199.75,199.75,FALSE,0
0039033,22.96,22.96,FALSE,0
0039035,13.5,13.5,FALSE,0
0039036,18.22,18.22,FALSE,0
0039049,20.53,20.53,FALSE,0
0039061,13.5,13.5,FALSE,0
0039091,13.5,13.5,FALSE,0
0039105,5.1,5.1,FALSE,0
0039107,116.56,116.56,FALSE,0
0039113,13.5,13.5,FALSE,0
0039114,13.5,13.5,FALSE,0
0039115,13.5,13.5,FALSE,0
0039117,13.5,13.5,FALSE,0
0039120,126,126,FALSE,0
0039121,19.51,19.51,FALSE,0
0039141,80.5,80.5,FALSE,0
0039155,13.5,13.5,FALSE,0
0039156,15.46,15.46,FALSE,0
0039157,15.46,15.46,FALSE,0
0039158,15.46,15.46,FALSE,0
0039159,15.46,15.46,FALSE,0
0039160,18,18,FALSE,0
0039170,13.5,13.5,FALSE,0
0039171,13.5,13.5,FALSE,0
0039172,13.5,13.5,FALSE,0
0039173,13.5,13.5,FALSE,0
0039175,23.86,23.86,FALSE,0
0039176,127.75,127.75,FALSE,0
0039188,13.5,13.5,FALSE,0
0039189,13.5,13.5,FALSE,0
0039190,13.5,13.5,FALSE,0
0039191,13.5,13.5,FALSE,0
0039192,13.5,13.5,FALSE,0
0039195,15.46,15.46,FALSE,0
0039196,15.46,15.46,FALSE,0
0039221,15.46,15.46,FALSE,0
0039222,15.46,15.46,FALSE,0
0039223,15.46,15.46,FALSE,0
0039224,15.46,15.46,FALSE,0
0039225,13.5,13.5,FALSE,0
0039226,13.5,13.5,FALSE,0
0039227,15.46,15.46,FALSE,0
0039228,18,18,FALSE,0
0039242,69.12,69.12,FALSE,0
0039254,218.33,218.33,FALSE,0
0039255,218.33,218.33,FALSE,0
0039260,180.25,180.25,FALSE,0
0039261,69.03,69.03,FALSE,0
0039263,217.94,217.94,FALSE,0
0039277,4.41,4.41,FALSE,0
0039315,42.92,42.92,FALSE,0
0039318,5.66,5.66,FALSE,0
0039327,13.5,13.5,FALSE,0
0039342,98.02,98.02,FALSE,0
0039345,13.5,13.5,FALSE,0
0039354,89.99,89.99,FALSE,0
0039357,13.5,13.5,FALSE,0
0039360,69.52,69.52,FALSE,0
0039364,135.35,135.35,FALSE,0
0039370,32.94,32.94,FALSE,0
0039388,26.71,26.71,FALSE,0
0039398,57.74,57.74,FALSE,0
0039414,10,10,FALSE,0
0039415,13.5,13.5,FALSE,0
0039416,13.5,13.5,FALSE,0
0039417,18.24,18.24,FALSE,0
0039418,13.5,13.5,FALSE,0
0039419,13.5,13.5,FALSE,0
0039420,13.5,13.5,FALSE,0
0039431,11.2,11.2,FALSE,0
0039436,13.5,13.5,FALSE,0
0039437,13.5,13.5,FALSE,0
0039455,13.5,13.5,FALSE,0
0039456,13.5,13.5,FALSE,0
0039457,100.5,100.5,FALSE,0
0039464,76.75,76.75,FALSE,0
0039466,16,16,FALSE,0
0039473,189.95,189.95,FALSE,0
0039482,18.24,18.24,FALSE,0
0039485,15.46,15.46,FALSE,0
0039491,45.94,45.94,FALSE,0
0039506,13.5,13.5,FALSE,0
0039507,13.5,13.5,FALSE,0
0039508,83.61,83.61,FALSE,0
0039512,13.5,13.5,FALSE,0
0039531,4.24,4.24,FALSE,0
0039536,5.49,5.49,FALSE,0
0039561,13.5,13.5,FALSE,0
0039562,13.5,13.5,FALSE,0
0039563,13.5,13.5,FALSE,0
0039564,13.5,13.5,FALSE,0
0039565,13.5,13.5,FALSE,0
0039571,18.86,18.86,FALSE,0
0039574,13.5,13.5,FALSE,0
0039575,13.5,13.5,FALSE,0
0039576,13.5,13.5,FALSE,0
0039577,13.5,13.5,FALSE,0
0039578,13.5,13.5,FALSE,0
0039579,13.5,13.5,FALSE,0
0039580,13.5,13.5,FALSE,0
0039581,13.5,13.5,FALSE,0
0039582,13.5,13.5,FALSE,0
0039583,13.5,13.5,FALSE,0
